Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,3.021086192923509,0,3.016104165029185,0
4.8828125,-69.02414119308135,5.815939764953291,-61.00969821036939,162.123969488143
9.765625,-68.33326288224177,6.318557471027587,-67.66239273177281,156.9054181330222
14.6484375,-70.93249538608454,1.601433541097305,-62.81154951699585,140.5905158996019
19.53125,-69.98436656944541,176.4193104856841,-66.83552227210738,30.69230081695843
24.4140625,-69.8478908683386,179.10062666963,-67.19624813253643,46.78191957061025
29.296875,-69.86345609753019,179.5546063149955,-77.93400786722049,41.79068661985165
34.1796875,-70.03513579774999,174.896605947415,-63.82480833002424,98.26671116203963
39.0625,-70.71627625569873,6.123233114996706,-62.88082505038093,44.91329499936805
43.9453125,-69.7646979017432,178.7698236652968,-69.95088223757013,61.78838055155526
48.828125,-70.3202220839845,6.95156538152647,-70.6883159522916,164.9665055375022
53.7109375,-68.594934335395,178.9435128294269,-61.81219210111056,101.5645497759229
58.59375,-69.47046903553262,177.3721604930805,-63.67807427164323,90.11358660454155
63.4765625,-69.57877733952543,178.9900035916277,-64.13578042014466,8.159832700047927
68.359375,-68.64228714198373,176.8901893724923,-71.34136265754323,125.188313952625
73.2421875,-69.38229720326279,177.6792960232622,-62.42163077656683,98.99577096646757
78.125,-70.26517075412181,0.01093307704891073,-55.49223388108678,156.2972589657904
83.0078125,-70.18535986447836,7.592287991771498,-64.63560918173668,4.604308983882993
87.890625,-69.81651134357348,5.842744971341937,-78.4302922284601,87.46096745030432
92.7734375,-70.09928206813227,3.754590603652259,-77.3668407757898,48.66266013115947
97.65625,-69.81243472759979,178.4892749052952,-73.27073128331969,90.20903905189559
102.5390625,-69.58003890861904,3.706529417036049,-72.78537070939333,165.4276581394258
107.421875,-69.84624266154468,178.7056922642861,-69.07608118825922,49.66020389674384
112.3046875,-69.52816155456617,8.706434561341633,-82.80299260145566,137.9417829089133
117.1875,-69.8155245010736,170.6182929386773,-72.8019487423133,9.722033639234843
122.0703125,-69.23813741206389,179.2955897207098,-63.4616469611834,123.8060620105088
126.953125,-70.13424947553096,1.861575443181446,-75.57496546894238,111.0442697128735
131.8359375,-69.36828694984146,174.4390218122209,-79.33536357580029,62.38811585462469
136.71875,-69.32684086885375,176.9360768813009,-68.45432447590986,159.9166162580637
141.6015625,-69.3880036751774,7.018494450666757,-70.63050755443723,158.4566308237628
146.484375,-69.68637206320425,5.108503292151984,-78.3731206170843,61.71449800835791
151.3671875,-68.75697839988364,4.709180734109298,-68.99165901699521,17.09162093710178
156.25,-69.20419402372742,3.069330930016666,-66.94269877658074,144.6517341804616
161.1328125,-70.58585656161354,6.764281708028919,-72.70696311351549,29.34095940576469
166.015625,-69.40122074549058,0.4101777752004474,-66.35721961028021,4.569185331831243
170.8984375,-70.52377178469374,179.8164418535544,-82.23068465525033,105.0149552866908
175.78125,-70.42569784684987,2.499689797882537,-73.55832559881833,48.14114100687584
180.6640625,-68.7081019365032,2.119934416512657,-70.47716176278891,156.6672433683243
185.546875,-70.04429086148305,179.7099147203308,-65.6300798505271,21.51458081789361
190.4296875,-69.31611237180761,178.658886728691,-76.17658529729437,160.4883858684289
195.3125,-70.06435262036453,178.3829507067607,-64.40832000197722,121.9373190094297
200.1953125,-69.89112498309395,0.6985899079534035,-62.78339161642123,163.0151948941288
205.078125,-69.52106264832227,1.454769629790781,-66.06745760359679,47.77867963617211
209.9609375,-69.82522654912295,9.485667289810577,-73.41245255642997,103.2498641429657
214.84375,-69.65715498830944,172.7636100233871,-78.07751593286577,151.4929940609807
219.7265625,-69.60621095529861,175.6431786971124,-67.34424549753302,122.6359555748956
224.609375,-69.35814567317561,179.3501075103476,-66.3705286576447,174.777985575009
229.4921875,-69.05483667521578,0.2377628997517863,-72.65761043953408,110.073270017369
234.375,-68.92559395353972,1.370690179505567,-73.61566324802232,12.65351643821419
239.2578125,-69.69145182062266,177.8613026557878,-68.34791586689786,167.9508137971393
244.140625,-69.97302748812206,176.39777341584,-81.81042525913838,62.53321780199547
249.0234375,-69.46267409237544,178.9357573715886,-74.57388564156022,84.26343996675512
253.90625,-69.67475136438382,2.454417509774073,-80.70248658792804,94.55687045533834
258.7890625,-69.11465162803171,1.836723754580549,-64.62535530537014,125.5772295229683
263.671875,-69.89713767933117,179.650582268508,-81.04356833546881,44.71173122952548
268.5546875,-69.4120001978375,5.112059122550627,-76.15721339984535,173.0298473425676
273.4375,-70.65070495129055,4.918345532010893,-75.65951929136774,6.349437822821344
278.3203125,-70.47430828402959,2.15191453281968,-74.05178233078357,152.6521335385787
