Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,2.576389676120635,0,2.571978629024497,0
4.8828125,-75.9200214418736,5.474279003941459,-50.40107046968441,175.2345599397254
9.765625,-75.18987511332233,3.497731445733654,-51.41179459087699,5.34047454844031
14.6484375,-76.95922864838576,5.641945457525926,-51.38223760987579,178.3772475136964
19.53125,-74.62693822259455,7.104150604822126,-50.32318973535018,175.9754454947399
24.4140625,-75.44952279124922,165.4075750125526,-51.59953375906413,171.2003606619375
29.296875,-74.75921981946007,174.8612355449988,-50.77400307345587,177.3409845562119
34.1796875,-73.77905792841177,179.6837117926854,-50.56659326558477,1.883285008466133
39.0625,-77.46536581458834,12.65046589182865,-52.00271209215892,179.4552408389675
43.9453125,-75.59899077463791,2.755979575345831,-50.0649339974231,176.6815885635478
48.828125,-76.17555949833599,6.929549256194815,-50.92884910433555,169.3391975467704
53.7109375,-77.57103941554927,172.4527613019167,-50.45355818207177,171.9961890539913
58.59375,-72.83683338940841,4.320478268609897,-51.16281334929493,168.5158124441554
63.4765625,-73.77703085217107,5.963133618136225,-49.56744813385679,173.6112494866609
68.359375,-76.20269227568654,178.0725737850048,-50.53097628999951,2.428860874001769
73.2421875,-74.50633225957323,1.470728946272594,-51.43876980233721,176.0993778723149
78.125,-75.32094702786843,177.2840977842505,-51.46049265278059,165.9459712682296
83.0078125,-74.66939659592968,179.6931748864261,-50.64836700574706,176.8276733524074
87.890625,-72.17561477117268,17.33879303053475,-51.10942465853103,168.9184362266632
92.7734375,-72.62843182070812,5.032154390884292,-50.80431025130182,165.9842637131292
97.65625,-77.13348655444943,13.07130126708739,-50.84941590009112,165.8039470960843
102.5390625,-74.32408418624418,1.107692526123119,-50.65839353695318,164.2666101278323
107.421875,-73.68744619260697,8.027750649142378,-50.19745191273253,163.5750439550459
112.3046875,-75.52646314310755,9.114758437187692,-50.24601293931973,172.4911606853356
117.1875,-72.85837245365397,10.45825800383788,-49.13191721057211,168.6205063038848
122.0703125,-74.39060286464135,8.212563666874608,-49.97861139487274,168.3319127918672
126.953125,-73.44820766563733,10.48739650049786,-50.75152569483169,166.1609510387529
131.8359375,-72.74887913971313,8.910630524999187,-49.17383256911861,163.5280394802236
136.71875,-74.33012054490804,8.991105981731032,-49.81397339942372,170.0954425786474
141.6015625,-74.09217505840333,13.51848331628749,-50.0930353172408,162.6665461415866
146.484375,-73.86114205164067,0.02918234541812712,-49.50716511345043,166.8794256031609
151.3671875,-73.0295422644338,172.4634288105464,-49.96716163533464,169.3427916397558
156.25,-75.53466108943876,172.442060322611,-50.24690295855996,171.0252413010662
161.1328125,-74.69573386071485,10.20501958247333,-48.6349049955998,165.5343810935002
166.015625,-75.26983035344762,15.08213132071603,-48.94912025222484,156.0908347253206
170.8984375,-75.856718145949,1.194567533898599,-49.57415654757583,174.3120503706777
175.78125,-75.69727857994698,14.721436033118,-50.36322599317407,161.2787190064182
180.6640625,-74.29289422409136,6.371337215906279,-49.40553248882146,161.0565757050156
185.546875,-72.89762068086816,26.00106991047328,-49.03418948854331,163.2616548693376
190.4296875,-74.43138517176132,23.57622230700981,-48.89387662423103,158.9278656921561
195.3125,-72.57914354704218,3.557616099276767,-48.81200005902876,168.0315389307801
200.1953125,-72.11839219018385,8.763942778539564,-48.34607804336811,159.0345185094972
205.078125,-75.45724822946518,173.9312406669932,-48.70698912152339,163.5942939581226
209.9609375,-75.5316775049137,176.1017437794482,-48.77153494656621,171.6751077501084
214.84375,-75.21895584390109,11.21612237730665,-48.75387181714321,160.8558435548424
219.7265625,-72.55168862183483,179.0572221326746,-48.94818353719121,161.3089624855359
224.609375,-75.43219280291508,20.31028894430458,-48.78679066918595,159.8467152858227
229.4921875,-74.99179792250082,11.24975811708624,-48.28805882049061,153.3018919379021
234.375,-74.84616235284253,9.731698220032925,-47.88881331789193,155.7343449404348
239.2578125,-73.28444413210596,177.2847127285701,-47.4810731716441,159.8430968692253
244.140625,-74.61263729914253,11.48648174532607,-47.89334393104993,162.1683218175486
249.0234375,-76.62531231969575,4.91103277190762,-47.88276400297913,161.6484654609955
253.90625,-74.62064074258797,7.60366469407948,-47.12496173374539,152.9018275312826
258.7890625,-73.12827843742328,175.597229682373,-46.66929008610574,164.3121847642035
263.671875,-72.43547225226018,177.211615803629,-48.5940571844187,145.061707934124
268.5546875,-76.22921699667873,16.00620012357364,-48.0212629532373,148.9190874743865
273.4375,-76.57858021351554,3.319668624218922,-48.72836345714806,154.1398841563888
278.3203125,-76.36480786535333,172.9942410439407,-47.55582071787802,157.1375120981985
283.203125,-73.30262732916002,175.9630893125995,-45.75578904112871,147.3656806602882
288.0859375,-75.42760083925931,3.043404515627338,-46.23592162338296,167.0673118393268
292.96875,-74.64553045348087,11.79979290218182,-46.11951334030052,154.4386859171085
297.8515625,-74.23716205615159,4.87433959367375,-46.73079440907397,157.4099669298453
302.734375,-75.66806851097765,17.38443373410569,-45.71724251570721,152.2100342350635
307.6171875,-74.07104479064846,17.96142979235645,-45.78279173507579,156.8592567967674
312.5,-74.17660365467404,4.859439738440809,-45.14032834034939,154.396055841057
317.3828125,-75.71509295045077,8.588781823074946,-45.49613261780955,154.157116692181
322.265625,-74.62736915102235,21.91053025099969,-45.15358134467824,154.4005450612915
327.1484375,-76.06244160494339,164.681626086827,-45.07351495475233,151.2250376855024
332.03125,-73.38762671866886,21.58217479030799,-44.35384447830892,150.021608710929
336.9140625,-75.32942518476619,4.548741360415028,-44.60818698949147,155.6627834797925
341.796875,-74.56088452463528,13.37771689230667,-44.28600230348018,151.2691290351959
346.6796875,-73.2913382937962,4.31706230370565,-43.31736481805453,151.3253834091068
351.5625,-73.34408753145347,4.459908391864836,-44.21394057331732,148.132877103263
356.4453125,-74.63834642773541,12.49532767156029,-43.30403021407479,148.194378085148
361.328125,-74.3287063547039,176.5744971781954,-43.05415541483035,148.818546403276
366.2109375,-73.73826130859965,6.69470256304343,-42.92027970963223,149.911500535209
371.09375,-76.89546642911131,14.18223344129975,-43.05254890745502,152.6177628703898
375.9765625,-74.46982571226964,178.349777042649,-42.52140735345339,151.3018118893833
380.859375,-74.18076082177251,179.2219441943795,-42.06232873186399,143.9488575707264
385.7421875,-75.30567930805405,8.777781181032058,-41.61397501348397,146.9005915507745
390.625,-72.73925309476783,175.2252163632172,-41.24409817242788,146.8855937865271
395.5078125,-73.27406277822332,3.040271713557082,-40.97636139326028,151.4878464167494
