Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,3.025642220610053,0,3.013088536076176,0
4.8828125,-82.572765405843,155.0733333730292,-61.9036501301139,118.7339565026883
9.765625,-84.19740727016269,148.2317169366362,-61.18040580072464,42.94855144032596
14.6484375,-81.45766416086134,4.116403495577102,-64.10669802861887,54.55995226927747
19.53125,-78.81989639117863,164.8452995448314,-76.64055879153067,105.6002590774696
24.4140625,-83.00314812146604,17.33144548346579,-71.45209529856301,5.762188544799526
29.296875,-82.75918485126402,0.4642120176931939,-79.70861152621728,70.74799066418284
34.1796875,-80.85062575851337,175.8315319359296,-68.89481634123837,25.44687854624247
39.0625,-82.78732269495306,171.1101020522967,-73.92605713694468,85.96324444061459
43.9453125,-80.952859483281,20.14843909326805,-76.01975427165269,135.818760145358
48.828125,-77.0030054935562,166.8180118140696,-71.31993840069183,165.8238794897493
53.7109375,-88.05982043431662,166.9247998380574,-69.59825291961033,54.25256871602159
58.59375,-81.30704853031816,176.2269743398899,-83.2537773682749,98.82599946277898
63.4765625,-80.60993784002298,173.2830764610763,-77.60484136010683,163.7884584359219
68.359375,-83.84537878404129,7.994251480263475,-72.6959449083557,132.2185858624653
73.2421875,-80.32239930704296,172.1679587051304,-67.9484700211819,55.39566804905174
78.125,-82.98846204180745,6.150871152583672,-65.33878663939545,148.635627798361
83.0078125,-79.05398103291532,0.3785892230030479,-72.8566080972366,146.7758957945653
87.890625,-81.1614175529303,161.1478159509759,-76.67505921950132,90.62363269801051
92.7734375,-80.73458440582655,169.3173338745839,-71.83144636233153,80.83090696596659
97.65625,-78.32778266120147,152.5297013034356,-73.18838085218877,160.7870750607725
102.5390625,-84.21807028369683,9.85239002228179,-79.16939553856335,16.51528091271876
107.421875,-79.55200638273216,159.7198633887486,-78.21275657869862,158.5168358731322
112.3046875,-78.48821691193598,173.7110387413367,-83.76309894439478,167.865487307833
117.1875,-79.15403800591255,171.8363433939972,-67.75291412431147,58.70917192183362
122.0703125,-81.85136529641623,10.75590655519666,-84.9018376083629,81.17223147245211
126.953125,-82.45196850089927,1.23530381613169,-70.30987282736488,142.2053845858302
131.8359375,-80.7691715101648,3.287264224681869,-85.03338211328348,125.7228844770109
136.71875,-79.99555918556393,5.005245873435122,-77.74446082584124,62.32119515188073
141.6015625,-78.127190993677,161.1754363199101,-73.0266788542211,172.6202233452466
146.484375,-80.53539501561461,176.087166342297,-67.12567104855739,116.2209402915351
151.3671875,-81.40739649774977,168.8033475767018,-72.96472272498286,157.8383803095016
156.25,-78.84450228268447,1.845829077629632,-66.1665079699127,113.3045756573494
161.1328125,-82.91402175104611,146.907972311651,-78.33993751043954,81.16194870571913
166.015625,-81.68908289939094,160.3492654111467,-69.45757718468032,150.1007395607566
170.8984375,-78.50860490279194,7.533258805746544,-68.76921774474999,132.3106722220408
175.78125,-79.97271815102054,166.9653917228669,-71.91882735111309,106.4552856679735
180.6640625,-82.280358126956,151.7726322268423,-70.18326239607411,114.0408013326251
185.546875,-78.35955646318979,9.421399991825119,-69.44221780316758,78.32330479591246
190.4296875,-82.62301951588233,173.4752858071031,-72.18513286294835,147.5225349390181
195.3125,-81.78331472774504,158.4105316021506,-71.00363488936391,99.62927033319936
200.1953125,-81.69732735751154,150.0095035160244,-71.49973694823397,177.9640620098249
205.078125,-78.1938121543363,163.0580828613643,-77.40818880509896,98.53815672661442
209.9609375,-78.14368144524438,6.258487575997806,-81.5443074369027,114.915674927688
214.84375,-80.24796143729881,4.88798070152638,-71.15534853486827,84.63837953703703
219.7265625,-80.69043292711719,13.88226340365632,-76.36242715920751,127.5108510959836
224.609375,-81.42241307794367,11.20569787412234,-79.54461800062921,115.1826701323481
229.4921875,-77.48957510600899,2.722928405977207,-74.29501471941447,0.2494024873807065
